|source_label|target_dist|        x|        y|      flux|         dx|         dy|     dflux|        qf|     rchi2|  fracflux|   fluxlbs|  dfluxlbs|     fwhm|  spread_model|dspread_model|   fluxiso|          xiso|          yiso|         sky|       ra|       dec|coadd_id|band|          unwise_detid|  nm|primary|flags_unwise|flags_info|epoch|forward|   mjdmin|   mjdmax|  mjdmean|       mag|       dmag|flags_unwise_bits|flags_unwise_descr|flags_info_bits|flags_info_descr|
|        char|      float|    float|    float|     float|      float|      float|     float|     float|     float|     float|     float|     float|    float|         float|        float|     float|         float|         float|       float|    float|     float|    char|long|                  char|long|   long|        long|      long| long|   long|    float|    float|    float|     float|      float|             char|              char|           char|            char|
          1.9    42.45461 1521.4604 340.10162   349.5304 0.104489006 0.105927244  21.380163        1.0 0.87033117 0.70668876  340.82037  21.821665   2.53111 -0.00044202805   0.002228827   349.5263   -0.004522038    0.020143598    2.3487313  341.7623  -51.10778 3409m515    1 3409m515w1o0033035e000   11       1           32          0     0       1 55325.562 55329.332 55327.445  16.141287  0.06649558                 5      circular halo                                  
         1.10    44.27228 1526.9268 368.12308  101.44772  0.36400837  0.37362647  22.159586        1.0 0.46975657  0.3249966  93.371445  22.620169 2.5259469    0.013858259   0.008628644  101.47978   -0.014220783     0.03340412    1.1448162 341.72815 -51.103844 3409m515    1 3409m515w1o0041899e000    9       1           32          0     0       1 55325.562 55329.332 55327.445  17.484394   0.2410449                 5      circular halo                                  
         1.11    45.54772 1517.6743 371.60126  236.80876   0.1612016    0.164779  22.311245        1.0 0.59791285 0.59113353  222.77864  22.767696  2.533791     0.00854069  0.0034732078  236.80995   -0.011259221   -0.011825821    0.8965285 341.72403  -51.11094 3409m515    1 3409m515w1o0021226e000   10       1           32          0     0       1 55325.562 55329.332 55327.445  16.564005  0.10259833                 5      circular halo                                  
         1.12   46.146072 1505.0963 343.78604  160.80537   0.2254865  0.23178725  21.245663        1.0 0.64145464  0.6860089  164.80685  21.681383  2.527401  -0.0030703545   0.004881595  160.93993    -0.10271436      0.0855487    1.8957729 341.75806  -51.12031 3409m515    1 3409m515w1o0021060e000   11       1           32          0     0       1 55325.562 55329.332 55327.445   16.98425   0.1442914                 5      circular halo                                  
         1.13   48.576626 1523.9086 338.55597  369.03897   0.0997933  0.10147957  21.496399        1.0  0.5235522  0.6864809  360.68402   21.93408  2.530443   0.0006440282  0.0021239908  369.08716    0.017204707    -0.02799787    2.5354588 341.76416   -51.1059 3409m515    1 3409m515w1o0021305e000   11       1           32          0     0       1 55325.562 55329.332 55327.445   16.08232  0.06331545                 5      circular halo                                  
         1.14    55.51291 1530.5566 370.47433  350.61578  0.10655294 0.108931966  21.884844        1.0  1.0734148  0.5794799  340.03323    22.3407 2.5357242    0.005675733   0.002262963  350.65558  -0.0073923417    0.016950546   0.94213146 341.72525  -51.10109 3409m515    1 3409m515w1o0021394e000   10       1           32          0     0       1 55325.562 55329.332 55327.445  16.137922  0.06785808                 5      circular halo                                  
         1.15   55.850315 1526.6119 336.86047  255.75308  0.14383014  0.14551604  21.385925  0.9999999  1.7759149  0.6659829  244.93747   21.82558 2.5308974    0.012103438  0.0032095711  255.78288   -0.010956607  -0.0054883827    2.7996705 341.76617  -51.10382 3409m515    1 3409m515w1o0039348e000   11       1           32          0     0       1 55325.562 55329.332 55327.445  16.480448  0.09100113                 5      circular halo                                  
         1.16   62.240715 1533.0353  371.5429   139.3572  0.26499864  0.27160516   21.63104        1.0 0.43473533   0.313363  128.68246  22.086565 2.5301313   0.0043720603  0.0056924173  139.39742   -0.036810163     0.10026991    0.7710912  341.7239 -51.099205 3409m515    1 3409m515w1o0039367e000   11       1           32          0     0       1 55325.562 55329.332 55327.445  17.139677  0.16990149                 5      circular halo                                  
          2.1   2.1805837 1517.2627  354.2971  439.00427  0.31097606  0.31121802  74.455475 0.99999994 0.41934386  0.6743909  431.04083   76.32672 2.7854695   0.0067376494   0.006461244   439.0024    0.005613493    0.006597466   -2.1949034  341.7451  -51.11111 3409m515    2 3409m515w2o0020409e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  15.893828  0.18593839                 5      circular halo                                  
          2.2   11.005552 1518.9016  358.8035  333.55478  0.41039658  0.40381464   73.64065        1.0 0.51054883  0.5784365  322.33362  75.504295 2.7825725    0.013331354   0.008828195  333.54764  -0.0021103066   -0.004086212   -3.6189604  341.7396 -51.109894 3409m515    2 3409m515w2o0043996e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.192081  0.24371627                 5      circular halo                                  
          2.3   14.856863 1521.2153 351.07004  230.67502    0.596478   0.5857727   74.18385        1.0 0.44103193    0.51576  212.34886   76.03943 2.7823029    0.000995338   0.012238043  230.77307    0.119416885     0.19178851   -1.1962143 341.74896 -51.108063 3409m515    2 3409m515w2o0044011e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.592499  0.36201128                 5      circular halo                                  
          2.4   15.530966 1512.3511 357.25134    364.896  0.37410375  0.37120286    73.8026        1.0 0.42325577  0.6553696  360.66486   75.69026  2.785716   0.0026442409  0.0075495564  364.87778   0.0077888817      0.0116152   -3.1357393 341.74158 -51.114887 3409m515    2 3409m515w2o0020336e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.094578   0.2226674                 5      circular halo                                  
          2.5   26.629776 1522.0499  346.4629  226.77866   0.6042788    0.606485   75.03925 0.99999994 0.56813365 0.52472484  220.65579   76.90528 2.7853208   -0.010025978    0.01283068   226.3562    0.044237312    -0.13290706   -0.4313117 341.75458 -51.107388 3409m515    2 3409m515w2o0048529e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.610994  0.37330824                 5      circular halo                                  
          2.6   29.850935 1512.2278 345.57425  241.31725  0.56358176  0.56434625   74.62599 0.99999994  0.6110594 0.62201726   259.7681   76.52298 2.7864919   -0.014696002    0.01239994  241.48285    -0.08493661    0.037841626   -0.4213678 341.75577  -51.11488 3409m515    2 3409m515w2o0043956e000   10       1           32          0     0       1 55325.695 55329.332  55327.51   16.54353   0.3471203                 5      circular halo                                  
          2.7    33.52377 1526.9858 347.32004    346.442  0.39418143  0.38932487   73.67388  1.0000001  0.6627992  0.6162248  329.71524   75.53556 2.7839737    0.013279796    0.00844477  346.42578   0.0045863157    0.009957981   -1.4383575 341.75345 -51.103622 3409m515    2 3409m515w2o0020537e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.150923   0.2344694                 5      circular halo                                  
          2.8    33.67073 1516.4574 342.84082  320.31592  0.43029088  0.42285365   73.84012 0.99999994 0.40828916  0.6712242   318.3878   75.69384 2.7851553   0.0064395666    0.00870909   320.3051   0.0045131133  -0.0086167855  -0.27294827 341.75906 -51.111626 3409m515    2 3409m515w2o0020408e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.236053  0.25486737                 5      circular halo                                  
          2.9   34.508102 1506.9788 348.27057  263.97006  0.52605456    0.515422   74.93595 0.99999994 0.31084487 0.65588397   273.2516   76.79984 2.7833045  -0.0040320754   0.010854286  264.41437    -0.16618946     0.14721921  -0.88910556 341.75256  -51.11891 3409m515    2 3409m515w2o0043936e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.446114  0.31692383                 5      circular halo                                  
         2.10    38.71076 1529.2142 362.91492  216.33511    0.637027   0.6247837   74.37008  0.9999999 0.38924122 0.38184467  212.65883   76.24253  2.782391    0.004519403   0.013218549  215.89563    -0.15045431   -0.036738686   -6.7651567 341.73447 -51.102055 3409m515    2 3409m515w2o0048547e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.662182   0.3890893                 5      circular halo                                  
         2.11   41.470642  1521.229 340.41162  362.68863    0.381901   0.3738156    74.5243  1.0000001  0.4725456 0.61757684  349.20746   76.39499 2.7864017  -0.0030452013  0.0077044773   362.7377    0.013703727    0.025635237  -0.54439706 341.76193  -51.10796 3409m515    2 3409m515w2o0020477e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.101166  0.22631595                 5      circular halo                                  
         2.12    42.98689 1532.9253 357.84747  338.58954  0.41054878  0.40874848   75.37466 0.99999994 0.38994488 0.51146454  333.27017  77.224846  2.781903   0.0010049939    0.00858045   338.5885  -0.0012179165  -0.0021530432    -6.119659 341.74057  -51.09918 3409m515    2 3409m515w2o0044073e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.175816  0.24581546                 5      circular halo                                  
         2.13     43.3914 1517.8217 370.81516   232.1471  0.62448907   0.6121785   77.62641        1.0   0.860685  0.4257482  268.50854  79.509964 2.7830539   -0.013381362   0.013375106  230.27513    -0.93495286      0.5536966    -6.168596   341.725  -51.11082 3409m515    2 3409m515w2o0034917e000   10       1           32          0     0       1 55325.695 55329.332  55327.51  16.585592  0.37757203                 5      circular halo                                  
         2.14   43.400078 1513.0223 370.15845  197.36606   0.7210796   0.7198552  77.104485  0.9999999 0.64133304 0.42433143   231.8326   79.01381 2.7818027    0.007638216   0.015114459  197.67929     -0.3233663    -0.82014304   -5.9843326 341.72586  -51.11448 3409m515    2 3409m515w2o0043961e000   10       1           32          0     0       1 55325.695 55329.332  55327.51  16.761818   0.4479611                 5      circular halo                                  
         2.15     45.3785 1505.5728 343.68225   278.8259  0.49215135  0.48620492   73.76276 0.99999994 0.22482103 0.69713914  272.44467  75.616875 2.7871795  -0.0008778572     0.0096889   278.7098    -0.18104099     0.19093937  -0.21775864 341.75818  -51.11995 3409m515    2 3409m515w2o0020269e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.386667   0.2942259                 5      circular halo                                  
         2.16   48.042755 1523.3251 338.54813  330.21124  0.41455323  0.41036612   74.19178        1.0   0.300824  0.5669699  304.07812   76.06574 2.7876577   0.0015031695   0.008327452   330.2709    0.010152283   -0.022868056    -0.953831  341.7642 -51.106346 3409m515    2 3409m515w2o0048533e000   11       1           32          0     0       1 55325.695 55329.332  55327.51   16.20302  0.24817674                 5      circular halo                                  
         2.17   51.175953 1533.3812  364.8168  231.29016   0.5898254  0.59279495   74.08667        1.0 0.70629203 0.35892838  217.27225  75.953865 2.7850392   -0.005840361   0.012169599  231.54568   -0.028440086     0.12498137      -8.3967  341.7321  -51.09889 3409m515    2 3409m515w2o0048560e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.589607  0.36046737                 5      circular halo                                  
         2.18   52.627167  1511.851 373.30933  215.14075   0.6673764    0.657678   77.33237        1.0  0.4533865 0.45218807  243.26572   79.27405 2.7844994   -0.009571433   0.013872568    215.639     0.19711849    -0.24166824   -6.0478787 341.72205 -51.115402 3409m515    2 3409m515w2o0043957e000   10       1           32          0     0       1 55325.695 55329.332  55327.51  16.668194   0.4085129                 5      circular halo                                  
         2.19   53.476486 1520.5684 335.82523  265.25717   0.5143423  0.51146597  74.740166        1.0 0.34545374  0.5972896   254.6339  76.629196  2.785246  -0.0025814176   0.010651899  265.29355   -0.030570183     0.04716981   -0.7578536 341.76752 -51.108425 3409m515    2 3409m515w2o0044010e000   10       1           32          0     0       1 55325.695 55329.332  55327.51  16.440832  0.31442726                 5      circular halo                                  
         2.20    54.69216 1529.9653 370.57364  389.95453  0.35244656  0.34708005   74.28407        1.0  0.3286298 0.36849323  397.18933   76.20226  2.785096  0.00096189976  0.0071540675  389.98468  -0.0012489511    -0.01731775    -8.984509 341.72513 -51.101543 3409m515    2 3409m515w2o0044053e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.022465   0.2093841                 5      circular halo                                  
         2.21    57.43625 1504.2615 338.91998    226.422   0.6068598   0.5980396   73.83792        1.0 0.45728505  0.6883201  218.97658  75.682335 2.7828574   -0.011559069   0.012887744  226.83003      0.3774059    -0.08457984     0.782206 341.76398 -51.120907 3409m515    2 3409m515w2o0043920e000   11       1            0          0     0       1 55325.695 55329.332  55327.51  16.612703   0.3674852                                                                       
         2.22   57.468906  1526.468 336.13638  426.92358  0.32020184  0.31682765  73.808304 0.99999994 0.58053756 0.69657946  405.15707   75.66396 2.7849262    0.008182943  0.0066141444   426.8964    0.025207818    0.003660758   -1.5857469 341.76706 -51.103924 3409m515    2 3409m515w2o0020524e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  15.924125  0.18961088                 5      circular halo                                  
         2.23   57.639652 1531.8566  370.3545  509.44333  0.27111292   0.2670519   74.46882        1.0 0.38403794 0.41192117   497.7231   76.36685 2.7850204 -0.00010496378  0.0054710684   509.4955  -0.0060462723   -0.007135783    -9.391096 341.72537 -51.100098 3409m515    2 3409m515w2o0020600e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  15.732261  0.15985464                 5      circular halo                                  
         2.24    64.90599 1533.9052 372.05347   492.2898  0.27919477  0.27863863    74.7009        1.0  0.6678569 0.44366404   486.7902    76.6042  2.781197   0.0041646957  0.0058605163   492.4139   -0.027494108  0.00028457254   -10.419653 341.72327 -51.098545 3409m515    2 3409m515w2o0044079e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  15.769448  0.16603376                 5      circular halo                                  
         2.25      70.578 1535.0468 336.25937  239.81033   0.5689425   0.5665623   73.59574        1.0  1.3589263  0.5627641   206.7914   75.44786 2.7832031    0.029054463    0.01450993  239.80363    -0.03119571   -0.011815251    -3.075955 341.76678  -51.09737 3409m515    2 3409m515w2o0020647e000   11       1           32          0     0       1 55325.695 55329.332  55327.51  16.550331   0.3442978                 5      circular halo                                  
          3.1  0.95912766 1517.8661  355.1788  265.52383  0.12626867  0.12907673  19.057428  0.9999999 0.41252527  0.6731957  268.52313  19.493002 2.6292825  -0.0007441044  0.0025992082  265.52542    0.027502846    0.007743243    1.8883806 341.74402 -51.110657 3409m515    1 3409m515w1o0019625e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  16.439741  0.07806074                 5      circular halo                                  
          3.2     12.8385  1517.972 359.68692   133.2008  0.25198802   0.2545079   19.12842        1.0 0.67669696 0.47958136  137.13225  19.562624  2.630573   -0.011570632   0.005510855  133.16803    0.060465965    0.020652922    1.7421584 341.73853 -51.110615 3409m515    1 3409m515w1o0035738e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  17.188732  0.15700337                 5      circular halo                                  
          3.3   16.491922 1511.8188 356.81433  129.50597  0.26588804  0.26413056  19.161823        1.0 0.59953344  0.5260224  133.27158  19.587631 2.6298432  -0.0024879575    0.00532441    129.452    0.020112876   -0.015178552     1.547305 341.74213 -51.115288 3409m515    1 3409m515w1o0035713e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  17.219276  0.16183446                 5      circular halo                                  
          3.4   28.539148 1510.8665  362.9805  167.54779  0.20124026  0.20382093  19.032316  0.9999999 0.49408102  0.5724395  176.69943  19.456623 2.6280355   -0.009506404   0.004272812  167.61017     0.04697608   -0.022171687     1.300403 341.73462 -51.116066 3409m515    1 3409m515w1o0035708e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  16.939653  0.12386705                 5      circular halo                                  
          3.5    34.24068 1527.2942 347.28705  122.95644   0.2783028  0.27824217   19.08566        1.0 0.40346992 0.47200483  113.13207  19.512316 2.6325786   0.0045689344   0.005587292 122.981125  -0.0025769481    0.012742104    2.3847082 341.75348  -51.10339 3409m515    1 3409m515w1o0035780e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  17.275621   0.1699046                 5      circular halo                                  
          3.6   34.872257  1506.473 348.85794   262.2099   0.1327291  0.13299955  19.578209        1.0 0.40839833 0.74983835  267.26123  20.019077 2.6320372   0.0031067133  0.0026812998  262.23663    0.011661859   -0.002922865    1.5543023 341.75186 -51.119305 3409m515    1 3409m515w1o0019485e001   15       1           32          0     1       0  55504.83 55514.086 55509.457  16.453377  0.08121895                 5      circular halo                                  
          3.7    35.67066 1516.7943 342.08673  184.71964  0.19035864  0.19190468   20.02417  0.9999999 0.33930483  0.6422174  185.38412  20.460453 2.6290746   -0.004194021   0.003989136  184.73679     0.01463279    0.016329123     2.369883 341.75995 -51.111362 3409m515    1 3409m515w1o0019606e001   14       1           32          0     1       0  55504.83 55514.086 55509.457  16.833717  0.11816141                 5      circular halo                                  
          3.8   41.878204  1524.675 341.57785   140.0939   0.2383785  0.24220277   18.87367  1.0000001 0.44176608  0.4275734  132.31897  19.307789 2.6344712   0.0022896528  0.0047706417   140.1364    -0.05717781   -0.030750891    2.5810177 341.76047  -51.10534 3409m515    1 3409m515w1o0038025e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  17.133951   0.1471668                 5      circular halo                                  
          3.9   41.965782 1521.4263 340.27643  437.24042  0.07938194  0.07827165  19.536629 0.99999994  1.5902379 0.73479223  433.58554  19.976706 2.6336486   0.0014891028  0.0016214193  437.30887     0.02909232  0.00022746254    2.6929512 341.76212  -51.10781 3409m515    1 3409m515w1o0019680e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  15.898199   0.0485448                 5      circular halo                                  
         3.10   41.969765 1525.9384  367.7865   87.24494  0.38992488  0.38450524  18.950861        1.0 0.72288215 0.29881507   77.88088  19.372269 2.6292744    0.004043162   0.007903312    87.2892    0.122395635     0.14079261    1.7369422 341.72858 -51.104595 3409m515    1 3409m515w1o0035779e001   16       1           32          0     1       0  55504.83 55514.086 55509.457   17.64815  0.23965533                 5      circular halo                                  
         3.11    45.78498 1505.4689  343.5769  160.42787  0.22246778  0.22279982  20.096788 0.99999994 0.61176234  0.6694229   164.7787   20.53833 2.6355202   0.0009649396   0.004436964   160.4296    0.017372891   -0.018669179    1.6955768  341.7583 -51.120026 3409m515    1 3409m515w1o0019469e001   14       1           32          0     1       0  55504.83 55514.086 55509.457  16.986801  0.13672832                 5      circular halo                                  
         3.12   46.366245 1517.3595  371.8984  172.75357  0.19356781  0.19381827  18.884954  1.0000001  0.5065498 0.50522053  165.75017  19.309206 2.6309452  -0.0012212992   0.003958316  172.77438   -0.022179987    0.013289838    1.4886165  341.7237 -51.111183 3409m515    1 3409m515w1o0035735e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  16.906433  0.11916593                 5      circular halo                                  
         3.13   48.264416  1523.636  338.5744  323.16354  0.10486184 0.106823176  19.233858 0.99999994  1.1838897  0.6222229  317.30215  19.666182 2.6348932   0.0031738877  0.0021194066  323.22534  -0.0072912313    0.018954838    2.7309167 341.76413 -51.106106 3409m515    1 3409m515w1o0035764e001   15       1           32          0     1       0  55504.83 55514.086 55509.457  16.226444  0.06469667                 5      circular halo                                  
         3.14   51.099792 1534.9573  348.5375    91.8046  0.36806938  0.37615702  19.275621        1.0 0.29975063 0.34861162   82.84293   19.70935  2.631994   -0.006134212  0.0076293205  91.820786     0.11026058    0.089873075      2.48728 341.75186 -51.097546 3409m515    1 3409m515w1o0035803e001   15       1           32          0     1       0  55504.83 55514.086 55509.457  17.592838  0.23140644                 5      circular halo                                  
         3.15   54.671078 1526.5161 337.29224  242.96333  0.13852112  0.13796036  19.316648        1.0  1.2267152 0.63154376  233.84097  19.762236 2.6340744    0.008787274   0.002949319  242.98268   -0.008350343     0.01328607    2.7881825 341.76566 -51.103897 3409m515    1 3409m515w1o0038026e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  16.536148  0.08650333                 5      circular halo                                  
         3.16   55.536568  1530.492 370.53986  340.53958  0.10138779 0.100582644  19.490442        1.0 0.71524537   0.549645  334.66818  19.920732  2.635755    0.005991578  0.0020695701  340.54303   -0.009599936   -0.010050945    1.6908386 341.72516  -51.10114 3409m515    1 3409m515w1o0019791e001   15       1           32          0     1       0  55504.83 55514.086 55509.457   16.16958  0.06220903                 5      circular halo                                  
         3.17   60.972214 1532.9105 371.02533  139.81902  0.24597338  0.24361299  19.415491        1.0  0.6963825 0.28988537  136.98628  19.843271 2.6277153   0.0042286515   0.005140931  139.82954    0.020296067   0.0039791237    1.6861069 341.72455 -51.099297 3409m515    1 3409m515w1o0035796e001   15       1           32          0     1       0  55504.83 55514.086 55509.457  17.136084   0.1517475                 5      circular halo                                  
          4.1   2.0811863 1517.8923 355.71088   509.7015  0.24142833  0.23867802  65.423584        1.0  0.6250874 0.69342864   532.5966   67.24467 2.8708184   -0.006848693  0.0048598093   509.5695   -0.003202129    -0.03388881   -7.8192387 341.74338  -51.11064 3409m515    2 3409m515w2o0018014e001   16       1           32          0     1       0  55504.83 55514.086 55509.457   15.73171  0.14013451                 5      circular halo                                  
          4.2   23.132465 1521.0576 347.39185  182.78275   0.7062225  0.68549585  69.245804        1.0 0.41947788 0.46081802  200.88358   71.07557 2.8717978     0.00774163   0.014478903  183.03207    -0.18620732    -0.19570993    -6.573662 341.75345  -51.10815 3409m515    2 3409m515w2o0041952e001   13       1           32          0     1       0  55504.83 55514.086 55509.457  16.845161  0.43289068                 5      circular halo                                  
          4.3    33.39242 1527.5547  348.1575  231.29877   0.5472299   0.5437763   66.56457 0.99999994 0.45063373 0.48900175   248.7772   68.32615 2.8711374  -0.0031411052   0.010679564  231.77702     0.30101728    -0.27028695   -7.4278283 341.75244 -51.103195 3409m515    2 3409m515w2o0030045e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  16.589567  0.32154164                 5      circular halo                                  
          4.4   35.226704 1506.6959 348.22873  198.28972    0.646185    0.623892   67.69507        1.0 0.42308545 0.58616143  215.56436   69.52557  2.871286    0.003965497   0.012799216  198.14435   -0.070394024     0.04649831    -4.855453 341.75262  -51.11913 3409m515    2 3409m515w2o0040022e001   14       1           32          0     1       0  55504.83 55514.086 55509.457   16.75675   0.3861643                 5      circular halo                                  
          4.5   36.388012 1516.0045 341.89426  174.19168   0.7313907  0.71547455   66.68231        1.0  0.5932432 0.51653296  187.00021   68.45202  2.868436   -0.007842779    0.01470108  174.23988      0.5571106      0.1757552    -5.445335  341.7602 -51.111965 3409m515    2 3409m515w2o0041949e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  16.897432   0.4379295                 5      circular halo                                  
          4.6   39.948605 1524.5312 342.29752   261.6141  0.48016578  0.47215042  66.857475 0.99999994 0.35810414 0.47400835  272.26813  68.665855 2.8729472   -0.017055392      0.010488  261.56885    0.004557454    -0.08370808    -6.408511  341.7596 -51.105457 3409m515    2 3409m515w2o0036698e001   15       1           32          0     1       0  55504.83 55514.086 55509.457  16.455847  0.28375697                 5      circular halo                                  
          4.7   43.546806 1522.0907 339.86597   579.6333  0.21558413  0.21014196   65.59019        1.0 0.71080494 0.70028406   606.0937    67.3625  2.868858   0.0048437715   0.004237722   579.4167    -0.06717906    -0.06125885   -5.7708526  341.7626   -51.1073 3409m515    2 3409m515w2o0018059e001   16       1           32          0     1       0  55504.83 55514.086 55509.457  15.592116  0.12338832                 5      circular halo                                  
          4.8   50.088696 1525.5208 338.65875  278.02634  0.45463383   0.4366588   65.30723        1.0 0.82763076 0.48570323  288.37302  67.080345 2.8734887    0.009548664   0.008885912  280.37595     -0.4270224      -0.714881    -6.201683   341.764 -51.104668 3409m515    2 3409m515w2o0036705e001   17       1           32          0     1       0  55504.83 55514.086 55509.457  16.389786  0.25988716                 5      circular halo                                  
          4.9   50.282925 1518.1218 373.31476   266.2644  0.47798944   0.4692862     67.636        1.0 0.42714375 0.43642294  261.36615   69.44676 2.8712113 -0.00050616264   0.009437026   266.1785     0.11196953    -0.09097281    -9.733214 341.72195  -51.11061 3409m515    2 3409m515w2o0030021e001   15       1           32          0     1       0  55504.83 55514.086 55509.457  16.436718  0.28196946                 5      circular halo                                  
